decision;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;has-ring;habitat;season
p;4,94;x;s;n;t;s;d;w;4,18;11,56;r;y;w;f;d;a
p;6,61;x;s;n;t;s;d;w;4,78;13,67;r;y;w;f;d;a
p;4,2;x;s;n;t;s;d;w;4,85;13,09;r;i;n;f;d;u
p;7,23;x;s;n;t;s;d;w;5,65;16,19;r;y;w;f;d;u
p;4,34;x;s;r;t;s;d;r;4,86;15,95;r;i;n;f;d;u
p;7,2;x;s;g;t;s;d;r;5,55;15,22;r;y;n;f;d;a
p;7,1;x;s;r;t;s;d;w;6,89;15,94;r;i;n;f;d;a
p;6,31;x;s;r;t;s;d;r;4,39;14,76;r;y;n;f;d;a
p;6,86;x;s;n;t;s;d;w;7,07;15,35;r;y;w;f;d;a
p;6,73;x;s;g;t;s;d;r;5,09;13,01;r;i;n;f;d;u
p;6,83;x;s;g;t;s;d;r;5,67;16,79;r;y;w;f;d;a
p;6,43;x;s;g;t;s;d;w;4,9;15,06;r;y;n;f;d;u
p;5,53;x;s;n;t;s;d;w;4,48;12,48;r;i;n;f;d;a
p;6,38;x;s;g;t;s;d;r;6,07;15,77;r;i;n;f;d;a
e;6,81;f;s;n;f;s;c;w;6,43;9,81;b;i;n;f;d;a
e;7,3;f;s;n;f;s;c;w;6,34;9,95;b;i;w;f;l;u
e;5,89;f;s;n;f;s;c;w;6,13;10,48;b;i;n;f;l;a
e;8,67;f;s;n;f;s;c;w;5,88;9,9;b;i;w;f;l;u
e;7,41;f;s;n;f;s;c;w;6,21;9,53;b;i;w;f;m;a
e;7,76;f;s;n;f;s;c;w;5,99;10,07;b;i;n;f;g;a
e;6,69;f;s;n;f;s;c;w;6;10,26;b;i;w;f;g;a
e;7,82;f;s;n;f;s;c;w;6,77;10,71;b;i;w;f;d;a
e;6,34;f;s;n;f;s;c;w;4,82;8,42;b;i;w;f;g;u
e;5,68;f;s;n;f;s;c;w;5,94;10,17;b;i;w;f;d;u
e;8,23;f;s;n;f;s;c;w;6,26;10,99;b;i;n;f;g;a
e;5,94;f;s;n;f;s;c;w;6,37;9,54;b;i;w;f;d;u
e;5,4;f;s;n;f;s;c;w;5,27;8,09;b;i;n;f;g;a
e;7,21;f;s;n;f;s;c;w;6,64;10,22;b;i;w;f;d;a
e;7,17;f;s;n;f;s;c;w;5,57;9,93;b;i;n;f;d;u
e;8,52;f;s;n;f;s;c;w;6,58;10,48;b;i;n;f;d;u
e;7,78;f;s;n;f;s;c;w;7,12;11,4;b;i;w;f;g;a
e;7,79;f;s;n;f;s;c;w;6,63;9,34;b;i;n;f;l;u
e;5,16;f;s;n;f;s;c;w;4,97;8,84;b;i;n;f;l;u
e;7,63;f;s;n;f;s;c;w;5,75;9,27;b;i;w;f;d;a
e;7,08;f;s;n;f;s;c;w;5,71;8,98;b;i;w;f;m;u
e;6,51;f;s;n;f;s;c;w;5,43;8,52;b;i;w;f;d;a
e;6,21;f;s;n;f;s;c;w;6,71;10,39;b;i;n;f;l;u
e;5,71;f;s;n;f;s;c;w;6,03;8,98;b;i;w;f;l;a
e;7,43;f;s;n;f;s;c;w;6,32;10,27;b;i;n;f;g;u
e;5,2;f;s;n;f;s;c;w;4,77;8,58;b;i;n;f;d;u
e;6,41;f;s;n;f;s;c;w;5,77;9,34;b;i;w;f;d;a
e;7,06;f;s;n;f;s;c;w;5,16;8,83;b;i;n;f;m;a
e;5,91;f;s;n;f;s;c;w;6,37;9,73;b;i;n;f;l;u
e;7,44;f;s;n;f;s;c;w;6,33;11,23;b;i;n;f;l;a
e;6,9;f;s;n;f;s;c;w;5,65;9,58;b;i;n;f;g;u
e;7,28;f;s;n;f;s;c;w;5,68;9,43;b;i;n;f;d;a
e;6,81;f;s;n;f;s;c;w;5,57;10,87;b;i;w;f;l;a
e;7,19;f;s;n;f;s;c;w;6,12;10,16;b;i;w;f;d;a
e;9,7;f;s;n;f;s;c;w;6,63;10,37;b;i;n;f;g;a
e;6,61;f;s;n;f;s;c;w;5,91;9,75;b;i;n;f;m;a
e;5,11;f;s;n;f;s;c;w;6,35;10,49;b;i;w;f;g;u
e;6,01;f;s;n;f;s;c;w;6,17;11,4;b;i;n;f;l;a
e;7,12;f;s;n;f;s;c;w;6,12;11,36;b;i;n;f;g;a
e;7,9;f;s;n;f;s;c;w;6,2;11,11;b;i;w;f;g;a
e;5,48;f;s;n;f;s;c;w;6,13;8,98;b;i;w;f;g;u
e;7,77;f;s;n;f;s;c;w;6,96;10,03;b;i;w;f;d;u
e;6,93;f;s;n;f;s;c;w;6,95;10,2;b;i;n;f;g;u
e;6,13;f;s;n;f;s;c;w;5,91;10,67;b;i;w;f;m;a
e;7,77;f;s;n;f;s;c;w;6,79;9,85;b;i;n;f;g;u
e;5,34;f;s;n;f;s;c;w;5,38;9,18;b;i;w;f;m;a
e;7,42;f;s;n;f;s;c;w;5,05;9,49;b;i;n;f;l;u
e;6,64;f;s;n;f;s;c;w;5,69;9,44;b;i;n;f;l;u
e;6,27;f;s;n;f;s;c;w;5,47;8,57;b;i;n;f;d;u
e;5,23;f;s;n;f;s;c;w;4,86;8,82;b;i;n;f;g;a
e;8,86;f;s;n;f;s;c;w;6,99;11,01;b;i;n;f;m;a
e;6,2;f;s;n;f;s;c;w;5,55;8,92;b;i;n;f;g;u
e;7,57;f;s;n;f;s;c;w;5,45;9,66;b;i;n;f;l;u
e;7,2;f;s;n;f;s;c;w;5,02;8,32;b;i;n;f;g;a
e;6,97;f;s;n;f;s;c;w;6,3;10,72;b;i;w;f;d;a
e;7,2;f;s;n;f;s;c;w;6,33;10,7;b;i;n;f;d;u
e;8,33;f;s;n;f;s;c;w;7;10,13;b;i;w;f;d;u
e;7,11;f;s;n;f;s;c;w;5,29;9,09;b;i;w;f;l;u
e;6,99;f;s;n;f;s;c;w;5,44;9,43;b;i;n;f;m;u
e;6,93;f;s;n;f;s;c;w;7,19;10,21;b;i;n;f;m;u
e;6,88;f;s;n;f;s;c;w;6,07;10,21;b;i;w;f;d;a
e;7,46;f;s;n;f;s;c;w;6,2;10,95;b;i;n;f;l;a
e;6,73;f;s;n;f;s;c;w;5,36;10,37;b;i;w;f;l;a
e;7,48;f;s;n;f;s;c;w;6,07;10,48;b;i;n;f;m;u
e;7,96;f;s;n;f;s;c;w;6,13;9,45;b;i;w;f;g;a
e;6,01;f;s;n;f;s;c;w;6,04;10,19;b;i;w;f;m;u
e;6,6;f;s;n;f;s;c;w;6,56;11,13;b;i;n;f;l;u
e;4,85;f;s;n;f;s;c;w;4,99;9,83;b;i;w;f;m;u
e;5,78;f;s;n;f;s;c;w;5,69;8,84;b;i;w;f;g;a
e;8,74;f;s;n;f;s;c;w;7,19;11,32;b;i;n;f;d;u
e;7,19;f;s;n;f;s;c;w;6,58;10,2;b;i;w;f;d;a
e;6,51;f;s;n;f;s;c;w;5,27;8,75;b;i;n;f;l;a
e;7,22;f;s;n;f;s;c;w;6,83;11,55;b;i;n;f;d;a
e;6,74;f;s;n;f;s;c;w;5,35;9,23;b;i;w;f;d;u
e;7,8;f;s;n;f;s;c;w;6,58;10,8;b;i;w;f;d;a
e;7,96;f;s;n;f;s;c;w;6,36;9,58;b;i;n;f;g;u
e;7,11;f;s;n;f;s;c;w;5,72;9,05;b;i;n;f;m;u
e;6,62;f;s;n;f;s;c;w;5,65;8,87;b;i;w;f;l;a
e;6,57;f;s;n;f;s;c;w;5,7;8,92;b;i;w;f;g;a
e;8,21;f;s;n;f;s;c;w;6,9;11,73;b;i;n;f;g;a
e;6,84;f;s;n;f;s;c;w;5,42;10,26;b;i;n;f;g;u
e;6,68;f;s;n;f;s;c;w;6,16;11,47;b;i;w;f;l;u
e;7,6;f;s;n;f;s;c;w;6,07;10,48;b;i;n;f;m;u
e;7,66;f;s;n;f;s;c;w;6,7;10,14;b;i;w;f;g;u
e;6,85;f;s;n;f;s;c;w;5,5;8,66;b;i;n;f;l;a
e;4,8;f;s;n;f;s;c;w;5,87;9,38;b;i;w;f;l;a
e;5,73;f;s;n;f;s;c;w;6,15;9,73;b;i;w;f;d;a
e;5,92;f;s;n;f;s;c;w;5,58;9,9;b;i;w;f;m;u
e;5,95;f;s;n;f;s;c;w;5,89;9,52;b;i;n;f;l;a
e;7,26;f;s;n;f;s;c;w;5,58;9,8;b;i;n;f;l;a
e;7,06;f;s;n;f;s;c;w;6,91;10,38;b;i;w;f;m;a
e;6,38;f;s;n;f;s;c;w;6,24;9,29;b;i;n;f;d;u
e;8,47;f;s;n;f;s;c;w;5,26;9,07;b;i;n;f;m;a
e;7,73;f;s;n;f;s;c;w;6,47;11,13;b;i;n;f;m;u
e;6,89;f;s;n;f;s;c;w;5,6;9,68;b;i;w;f;d;a
e;6,3;f;s;n;f;s;c;w;5,2;9,46;b;i;w;f;l;a
e;6,09;f;s;n;f;s;c;w;5,34;9,54;b;i;w;f;d;a
e;6,26;f;s;n;f;s;c;w;4,83;8,89;b;i;w;f;g;a
e;7,9;f;s;n;f;s;c;w;6,25;9,9;b;i;w;f;g;u
e;3,89;f;s;n;f;s;c;w;4,97;9,12;b;i;w;f;m;u
e;8,1;f;s;n;f;s;c;w;7,06;10,87;b;i;n;f;d;u
e;5,7;f;s;n;f;s;c;w;6,01;9,38;b;i;w;f;d;u
e;7,96;f;s;n;f;s;c;w;6,37;10,76;b;i;n;f;m;a
e;6,77;f;s;n;f;s;c;w;5,48;9,49;b;i;n;f;l;a
e;6,29;f;s;n;f;s;c;w;6,09;10,51;b;i;n;f;g;u
e;6,9;f;s;n;f;s;c;w;5,19;8,88;b;i;n;f;l;u
e;6,17;f;s;n;f;s;c;w;5,41;9,17;b;i;w;f;d;u
e;5,46;f;s;n;f;s;c;w;6,49;10,47;b;i;n;f;g;u
e;7,91;f;s;n;f;s;c;w;6,45;10,16;b;i;w;f;g;u
e;7,51;f;s;n;f;s;c;w;6,91;9,8;b;i;w;f;m;a
e;5,34;f;s;n;f;s;c;w;3,7;7,66;b;i;n;f;l;u
e;7,68;f;s;n;f;s;c;w;7,1;10,09;b;i;w;f;l;u
e;5,51;f;s;n;f;s;c;w;5,75;8,33;b;i;n;f;l;a
e;5,59;f;s;n;f;s;c;w;5,9;10,69;b;i;w;f;l;u
e;8,01;f;s;n;f;s;c;w;6,47;10,32;b;i;n;f;g;a
e;7,55;f;s;n;f;s;c;w;5,41;9,1;b;i;n;f;d;a
e;8,09;f;s;n;f;s;c;w;6,68;10,16;b;i;n;f;m;a
e;6,32;f;s;n;f;s;c;w;5,63;9,85;b;i;w;f;l;a
e;6,49;f;s;n;f;s;c;w;5,88;9,36;b;i;w;f;m;u
e;5,43;f;s;n;f;s;c;w;4,52;8,43;b;i;n;f;m;u
e;7,3;f;s;n;f;s;c;w;6,02;9,21;b;i;n;f;d;u
e;6,19;f;s;n;f;s;c;w;6,52;10,16;b;i;w;f;l;u
e;6,82;f;s;n;f;s;c;w;6,87;10,72;b;i;n;f;m;a
e;8,73;f;s;n;f;s;c;w;6,27;9,66;b;i;w;f;g;u
e;7,09;f;s;n;f;s;c;w;5,51;10,34;b;i;w;f;l;a
e;7,51;f;s;n;f;s;c;w;7,18;11,2;b;i;w;f;l;u
e;7,36;f;s;n;f;s;c;w;5,73;10,39;b;i;n;f;m;u
e;6,44;f;s;n;f;s;c;w;6,1;9,52;b;i;n;f;d;a
e;7,06;f;s;n;f;s;c;w;5,55;10,87;b;i;w;f;d;a
e;8,41;f;s;n;f;s;c;w;6,21;11,34;b;i;w;f;d;a
e;7,44;f;s;n;f;s;c;w;5,97;9,41;b;i;n;f;g;a
e;6,16;f;s;n;f;s;c;w;5,69;9,63;b;i;n;f;m;u
e;8,47;f;s;n;f;s;c;w;6,68;10,69;b;i;w;f;d;u
e;5,02;f;s;n;f;s;c;w;4,64;8,7;b;i;w;f;m;a
e;7,13;f;s;n;f;s;c;w;5,87;9,75;b;i;n;f;l;a
e;7,77;f;s;n;f;s;c;w;6,18;10,59;b;i;w;f;g;a
e;8,18;f;s;n;f;s;c;w;6,09;9,75;b;i;n;f;g;a
e;6,89;f;s;n;f;s;c;w;5,71;9,38;b;i;w;f;g;a
e;7,21;f;s;n;f;s;c;w;5,81;9,39;b;i;n;f;g;a
e;8,12;f;s;n;f;s;c;w;7,11;10,97;b;i;n;f;m;a
e;6,79;f;s;n;f;s;c;w;5,92;9,95;b;i;n;f;d;a
e;7,72;f;s;n;f;s;c;w;6,11;9,75;b;i;w;f;m;a
e;6,14;f;s;n;f;s;c;w;6,14;9,86;b;i;n;f;g;u
e;5,35;f;s;n;f;s;c;w;5,19;10,16;b;i;w;f;d;a
e;7,47;f;s;n;f;s;c;w;7,45;10,17;b;i;n;f;d;u
e;9,08;f;s;n;f;s;c;w;7,06;12,62;b;i;w;f;d;a
e;6,64;f;s;n;f;s;c;w;4,92;9,01;b;i;w;f;g;u
e;7,57;f;s;n;f;s;c;w;6,18;9,28;b;i;n;f;l;u
e;7,62;f;s;n;f;s;c;w;6,12;10,3;b;i;w;f;d;a
e;7,66;f;s;n;f;s;c;w;6,32;10,78;b;i;n;f;l;a
e;9,01;f;s;n;f;s;c;w;7,13;11,68;b;i;w;f;l;u
e;8,47;f;s;n;f;s;c;w;6,68;10,98;b;i;w;f;l;u
e;6,91;f;s;n;f;s;c;w;5,82;10,53;b;i;n;f;g;a
e;8,17;f;s;n;f;s;c;w;6,27;10;b;i;n;f;l;a
e;7,92;f;s;n;f;s;c;w;6,44;9,87;b;i;n;f;g;a
e;5,84;f;s;n;f;s;c;w;5,67;9,46;b;i;n;f;d;a
e;7,56;f;s;n;f;s;c;w;5,7;9,83;b;i;n;f;g;u
e;5,81;f;s;n;f;s;c;w;6,21;10,47;b;i;n;f;l;a
e;5,91;f;s;n;f;s;c;w;5,92;8,99;b;i;w;f;d;u
e;5,56;f;s;n;f;s;c;w;5,21;8,96;b;i;w;f;g;a
e;10,34;f;s;n;f;s;c;w;7,22;11,83;b;i;n;f;d;u
e;7,26;f;s;n;f;s;c;w;6,04;10,45;b;i;n;f;l;u
e;6,47;f;s;n;f;s;c;w;6,4;10,24;b;i;w;f;l;a
e;5,81;f;s;n;f;s;c;w;5,9;9,68;b;i;w;f;m;a
e;6,24;f;s;n;f;s;c;w;6,21;9,82;b;i;w;f;l;u
e;6,02;f;s;n;f;s;c;w;6,31;9,63;b;i;n;f;d;u
e;7,45;f;s;n;f;s;c;w;5,73;8,64;b;i;n;f;d;a
e;7,46;f;s;n;f;s;c;w;6,62;9,99;b;i;w;f;m;u
e;5,99;f;s;n;f;s;c;w;5,51;8,94;b;i;w;f;l;u
e;6,82;f;s;n;f;s;c;w;6,35;9,82;b;i;w;f;m;u
e;7,42;f;s;n;f;s;c;w;6,64;10,08;b;i;w;f;g;a
e;7,64;f;s;n;f;s;c;w;6,31;10,46;b;i;w;f;m;a
e;6,87;f;s;n;f;s;c;w;6,04;10,51;b;i;n;f;d;u
e;6,92;f;s;n;f;s;c;w;6,06;11,09;b;i;n;f;l;u
e;4,24;f;s;n;f;s;c;w;4,24;8,12;b;i;w;f;d;u
e;7,78;f;s;n;f;s;c;w;5,54;9,75;b;i;w;f;m;u
e;8,54;f;s;n;f;s;c;w;6,53;10,95;b;i;w;f;d;u
e;6,6;f;s;n;f;s;c;w;4,75;8,94;b;i;n;f;d;a
e;6,83;f;s;n;f;s;c;w;5,67;8,63;b;i;n;f;m;u
e;7,44;f;s;n;f;s;c;w;6,74;10,32;b;i;w;f;m;a
e;7,28;f;s;n;f;s;c;w;6,07;10,11;b;i;w;f;m;u
e;5,97;f;s;n;f;s;c;w;5,35;9,24;b;i;n;f;d;u
e;7,92;f;s;n;f;s;c;w;6,63;12,18;b;i;n;f;d;a
e;8,57;f;s;n;f;s;c;w;6,48;10,81;b;i;n;f;m;a
e;5,58;f;s;n;f;s;c;w;5,4;9,62;b;i;w;f;g;u
e;5,49;f;s;n;f;s;c;w;5,51;9,39;b;i;n;f;g;a
e;7,86;f;s;n;f;s;c;w;5,86;9,52;b;i;w;f;m;u
e;8,74;f;s;n;f;s;c;w;7,57;11,23;b;i;w;f;l;a
e;7,94;f;s;n;f;s;c;w;6,31;10,69;b;i;w;f;l;a
e;7,68;f;s;n;f;s;c;w;6,45;10,72;b;i;w;f;l;a
e;7,28;f;s;n;f;s;c;w;6,61;10,62;b;i;w;f;m;u
e;7,31;f;s;n;f;s;c;w;5,79;9,92;b;i;w;f;d;a
e;5,36;f;s;n;f;s;c;w;5,77;9,89;b;i;w;f;m;a
e;7,74;f;s;n;f;s;c;w;6,56;9,74;b;i;n;f;l;a
e;5,33;f;s;n;f;s;c;w;4,9;8,88;b;i;w;f;m;a
e;8,23;f;s;n;f;s;c;w;7,19;11,56;b;i;w;f;m;a
e;7,57;f;s;n;f;s;c;w;5,34;8,7;b;i;w;f;d;u
e;6,12;f;s;n;f;s;c;w;4,59;8,56;b;i;n;f;g;a
e;6,34;f;s;n;f;s;c;w;5,54;8,77;b;i;n;f;m;u
e;8,31;f;s;n;f;s;c;w;6,33;10,24;b;i;w;f;d;u
e;7,15;f;s;n;f;s;c;w;5,5;10,17;b;i;w;f;m;u
e;7,7;f;s;n;f;s;c;w;5,96;9,72;b;i;n;f;g;u
e;8,03;f;s;n;f;s;c;w;5,92;9,89;b;i;n;f;g;u
e;6,73;f;s;n;f;s;c;w;5,66;9,76;b;i;n;f;d;u
e;6,78;f;s;n;f;s;c;w;7,47;10,76;b;i;n;f;g;a
e;7,19;f;s;n;f;s;c;w;5,45;9,51;b;i;n;f;l;u
e;4,68;f;s;n;f;s;c;w;5,51;9,73;b;i;n;f;l;a
e;7,28;f;s;n;f;s;c;w;6;10,26;b;i;n;f;g;a
e;7,41;f;s;n;f;s;c;w;5,68;9,79;b;i;w;f;m;u
e;6,39;f;s;n;f;s;c;w;5,15;9,88;b;i;w;f;m;u
e;7,66;f;s;n;f;s;c;w;6,07;9,6;b;i;w;f;m;a
e;7,09;f;s;n;f;s;c;w;6,91;10,89;b;i;n;f;l;a
e;5,69;f;s;n;f;s;c;w;6,1;9,45;b;i;n;f;l;a
e;6,81;f;s;n;f;s;c;w;6,43;10,48;b;i;w;f;l;u
e;6,4;f;s;n;f;s;c;w;6,34;11,16;b;i;w;f;g;a
e;7,31;f;s;n;f;s;c;w;5,51;10,77;b;i;w;f;g;a
e;7,48;f;s;n;f;s;c;w;5,9;10,81;b;i;n;f;m;u
e;6,27;f;s;n;f;s;c;w;5,54;9,64;b;i;w;f;d;u
e;7,79;f;s;n;f;s;c;w;6,36;11,26;b;i;n;f;m;u
e;6,2;f;s;n;f;s;c;w;5,55;9,36;b;i;w;f;l;u
e;6,44;f;s;n;f;s;c;w;5,82;9,32;b;i;n;f;m;a
e;6,95;f;s;n;f;s;c;w;5,47;8,52;b;i;n;f;m;a
e;6,77;f;s;n;f;s;c;w;6,15;9,67;b;i;n;f;g;a
e;5,51;f;s;n;f;s;c;w;5,44;9,41;b;i;w;f;d;a
e;6,9;f;s;n;f;s;c;w;6,18;8,56;b;i;n;f;g;u
e;7,64;f;s;n;f;s;c;w;5,62;9,36;b;i;w;f;g;u
e;6,94;f;s;n;f;s;c;w;6,43;10,35;b;i;n;f;g;u
e;5,97;f;s;n;f;s;c;w;5,33;10,27;b;i;w;f;d;a
e;8,33;f;s;n;f;s;c;w;6,87;12,74;b;i;n;f;d;u
e;7,84;f;s;n;f;s;c;w;6,47;10,48;b;i;w;f;m;u
e;6,54;f;s;n;f;s;c;w;5,52;9,7;b;i;n;f;g;u
e;5,2;f;s;n;f;s;c;w;5,66;10,03;b;i;n;f;d;u
e;7,67;f;s;n;f;s;c;w;6,03;9,46;b;i;w;f;d;u
e;7,99;f;s;n;f;s;c;w;6,91;10,27;b;i;n;f;m;u
e;7,05;f;s;n;f;s;c;w;6,51;11,52;b;i;n;f;l;a
e;6,81;f;s;n;f;s;c;w;5,83;10,22;b;i;n;f;l;a
e;8,71;f;s;n;f;s;c;w;6,3;10,74;b;i;n;f;l;a
e;7,15;f;s;n;f;s;c;w;6,62;10,97;b;i;n;f;l;a
e;5,41;f;s;n;f;s;c;w;4,59;9,52;b;i;n;f;g;a
e;5,5;f;s;n;f;s;c;w;6,44;10,14;b;i;w;f;d;u
e;9,02;f;s;n;f;s;c;w;7,78;11,19;b;i;w;f;g;a
e;6,99;f;s;n;f;s;c;w;6,11;10,41;b;i;w;f;m;u
e;10,14;f;s;n;f;s;c;w;6,28;10,34;b;i;w;f;g;a
e;7,33;f;s;n;f;s;c;w;6,67;10,82;b;i;n;f;m;u
e;7,19;f;s;n;f;s;c;w;6,79;10,51;b;i;n;f;l;a
e;5,75;f;s;n;f;s;c;w;6,21;9,32;b;i;w;f;d;a
e;6,69;f;s;n;f;s;c;w;5,24;8,43;b;i;w;f;l;u
e;9,14;f;s;n;f;s;c;w;5,79;9,02;b;i;n;f;m;u
e;7,59;f;s;n;f;s;c;w;5,82;9,23;b;i;w;f;g;a
e;8,3;f;s;n;f;s;c;w;4,74;9,04;b;i;w;f;l;a
e;6,73;f;s;n;f;s;c;w;5,61;9,38;b;i;w;f;l;a
e;7,61;f;s;n;f;s;c;w;5,64;9,57;b;i;n;f;m;u
e;5,87;f;s;n;f;s;c;w;4,98;9,04;b;i;n;f;d;u
e;9,22;f;s;n;f;s;c;w;7,04;10,2;b;i;n;f;l;a
e;6,35;f;s;n;f;s;c;w;5,91;11,16;b;i;w;f;g;u
e;8,56;f;s;n;f;s;c;w;6,91;9,83;b;i;n;f;l;a
e;5,78;f;s;n;f;s;c;w;5,68;9,92;b;i;w;f;g;a
e;7,98;f;s;n;f;s;c;w;6,08;11,35;b;i;n;f;l;a
e;7,52;f;s;n;f;s;c;w;5,8;10,32;b;i;n;f;l;u
e;8,17;f;s;n;f;s;c;w;6,19;10,19;b;i;n;f;m;u
e;6,53;f;s;n;f;s;c;w;6,58;9,12;b;i;n;f;m;a
e;7,26;f;s;n;f;s;c;w;5,91;9,26;b;i;n;f;l;u
e;8,22;f;s;n;f;s;c;w;6,69;10,56;b;i;w;f;l;u
e;6,47;f;s;n;f;s;c;w;5,6;9,1;b;i;n;f;g;u
e;6,03;f;s;n;f;s;c;w;5,32;9,74;b;i;w;f;d;a
e;9,14;f;s;n;f;s;c;w;7,3;12,65;b;i;w;f;g;a
e;5,91;f;s;n;f;s;c;w;5,27;8,35;b;i;n;f;d;a
e;7,04;f;s;n;f;s;c;w;6,29;10,23;b;i;n;f;d;a
e;6,34;f;s;n;f;s;c;w;5,6;9,76;b;i;n;f;m;a
e;8,07;f;s;n;f;s;c;w;6,63;10,18;b;i;w;f;d;u
e;6,57;f;s;n;f;s;c;w;4,87;10,18;b;i;w;f;g;u
e;5,69;f;s;n;f;s;c;w;5,78;9,88;b;i;w;f;d;u
e;7,1;f;s;n;f;s;c;w;6,49;10,59;b;i;n;f;d;u
e;7,34;f;s;n;f;s;c;w;5,73;9,09;b;i;n;f;d;a
e;8,09;f;s;n;f;s;c;w;7,11;11,14;b;i;n;f;g;u
e;6,03;f;s;n;f;s;c;w;5,12;9,34;b;i;w;f;g;u
e;6,65;f;s;n;f;s;c;w;6,89;10,67;b;i;n;f;d;a
e;9,18;f;s;n;f;s;c;w;6,72;11,72;b;i;n;f;d;u
e;7,73;f;s;n;f;s;c;w;6,51;10,31;b;i;w;f;m;u
e;6,69;f;s;n;f;s;c;w;5,66;9,18;b;i;n;f;d;u
e;5,12;f;s;n;f;s;c;w;5,34;9,46;b;i;n;f;d;a
e;6,73;f;s;n;f;s;c;w;5,5;9,57;b;i;n;f;m;u
e;6,08;f;s;n;f;s;c;w;5,32;8,5;b;i;n;f;l;u
e;5,11;f;s;n;f;s;c;w;5,4;8,91;b;i;w;f;l;a
e;7,16;f;s;n;f;s;c;w;7,48;11,95;b;i;w;f;l;a
e;7,71;f;s;n;f;s;c;w;6,3;10,74;b;i;w;f;l;a
e;6,18;f;s;n;f;s;c;w;5,96;9,64;b;i;w;f;d;a
e;7,93;f;s;n;f;s;c;w;6,6;9,51;b;i;w;f;m;u
e;6,42;f;s;n;f;s;c;w;4,81;8,77;b;i;w;f;d;a
e;6,37;f;s;n;f;s;c;w;5,37;9,72;b;i;n;f;l;a
e;8,61;f;s;n;f;s;c;w;7,28;11,48;b;i;w;f;m;a
e;6,62;f;s;n;f;s;c;w;6,28;11,21;b;i;w;f;m;a
e;7,15;f;s;n;f;s;c;w;7,11;11,26;b;i;w;f;g;u
e;8,01;f;s;n;f;s;c;w;5,86;9,41;b;i;w;f;d;a
e;6,36;f;s;n;f;s;c;w;6,27;9,76;b;i;w;f;g;a
e;4,62;f;s;n;f;s;c;w;6,44;10,19;b;i;n;f;l;u
e;6,07;f;s;n;f;s;c;w;6,23;10,21;b;i;w;f;d;a
e;7,53;f;s;n;f;s;c;w;6,14;10,45;b;i;n;f;m;a
e;7,58;f;s;n;f;s;c;w;5,81;10,5;b;i;n;f;d;u
e;6,24;f;s;n;f;s;c;w;4,98;8,9;b;i;n;f;d;u
e;7,23;f;s;n;f;s;c;w;5,35;9,06;b;i;w;f;d;u
e;7,41;f;s;n;f;s;c;w;6,18;9,78;b;i;n;f;d;a
e;5,69;f;s;n;f;s;c;w;5,31;8,94;b;i;w;f;g;a
e;6,72;f;s;n;f;s;c;w;5,27;9,93;b;i;n;f;m;a
e;9,81;f;s;n;f;s;c;w;6,34;10,49;b;i;n;f;m;u
e;7,22;f;s;n;f;s;c;w;6,57;9,99;b;i;w;f;d;u
e;7,63;f;s;n;f;s;c;w;5,74;10,14;b;i;n;f;d;a
e;6,77;f;s;n;f;s;c;w;5,51;9,65;b;i;n;f;l;u
e;8,38;f;s;n;f;s;c;w;6,56;11,06;b;i;w;f;l;u
e;5,96;f;s;n;f;s;c;w;6,32;9,94;b;i;n;f;d;a
e;8,13;f;s;n;f;s;c;w;6,32;11,45;b;i;w;f;g;a
e;6,51;f;s;n;f;s;c;w;5,55;9,97;b;i;w;f;g;u
e;7,35;f;s;n;f;s;c;w;6,46;11,2;b;i;n;f;g;a
e;7,12;f;s;n;f;s;c;w;7,06;11,73;b;i;w;f;m;a
e;6,49;f;s;n;f;s;c;w;6,68;11,03;b;i;w;f;d;u
e;5,46;f;s;n;f;s;c;w;6,29;10,27;b;i;n;f;l;u
e;7,34;f;s;n;f;s;c;w;6,7;10,53;b;i;w;f;l;a
e;7,1;f;s;n;f;s;c;w;6,59;10,99;b;i;n;f;g;u
e;7,56;f;s;n;f;s;c;w;6,62;10,64;b;i;n;f;d;u
e;7,69;f;s;n;f;s;c;w;5,73;9,76;b;i;w;f;g;a
e;6,74;f;s;n;f;s;c;w;6,55;10,63;b;i;n;f;m;u
e;6,74;f;s;n;f;s;c;w;6,21;9,76;b;i;n;f;d;u
e;6,51;f;s;n;f;s;c;w;5,9;10,16;b;i;w;f;g;u
e;7,22;f;s;n;f;s;c;w;6,53;10,91;b;i;n;f;l;a
e;6,44;f;s;n;f;s;c;w;6,52;9,34;b;i;w;f;m;u
e;6,81;f;s;n;f;s;c;w;6,28;10,81;b;i;w;f;d;u
e;7,38;f;s;n;f;s;c;w;5,74;9,5;b;i;w;f;d;u
e;8,63;f;s;n;f;s;c;w;7,22;11,6;b;i;n;f;d;a
e;7,69;f;s;n;f;s;c;w;4,77;8,26;b;i;n;f;d;a
e;8,15;f;s;n;f;s;c;w;5,94;10,87;b;i;w;f;d;a
e;7,72;f;s;n;f;s;c;w;6,18;10,08;b;i;w;f;l;a
e;8,07;f;s;n;f;s;c;w;6,16;11,43;b;i;n;f;l;a
e;6,8;f;s;n;f;s;c;w;5,89;8,52;b;i;n;f;g;a
